微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Mj7wkvj4d,其实是366张（不含插画）  原图 ,,https://wx4.sinaimg.cn/large/007FR7Stly1h903ad0ndlj30xc0yhtdn.jpg,无,无,2022-12-11 19:22,无,917,2,37
Mj7qpzE4v,为图喜庆，伴娘团在门背后安插了不少阔剑地雷。——@饭希fanxi  ,,无,无,无,2022-12-11 19:07,无,316,4,18
Mj5YV4aDm,病人受到王医生造成的3秒眩晕后，病情得到了有效的控制——@真不戳戳戳  ,,无,无,无,2022-12-11 15:26,无,399,2,29
Mj5KzC4NP,百岁老人在被问到长寿秘诀时微微一笑：“长命？摆！睡！” ——@你妈妈给你送来了旺仔牛奶  ,,无,无,无,2022-12-11 14:51,无,1280,67,49
Mj4r5CDF6,国际足联盛赞卡塔尔世界杯是有史以来最新的一届世界杯。——@一秒钟哲学家  ,,无,无,无,2022-12-11 11:30,无,1855,46,28
Mj4jR5rhL,《加勒比海盗》又名《海上私仇之路》。——@一秒钟哲学家  ,,无,无,无,2022-12-11 11:13,无,1074,51,35
Mj3CGcxe6,这届世界杯满满的爆冷，建议下届来中国举办，因为中国没有暴雪——@小满五月哭  ,,无,无,无,2022-12-11 09:26,无,1558,127,35
MiZLmBA59,#弱智吧每周最佳# 2022年第47周，还是四选一1.“玉帝，人间嫌小星星不够亮。”“派大星。”2.初次约会不要去上坟，不然显得墓地性太强了。3.卧底老父亲，我最疼爱的人。——阿尼亚·福杰4.“弱智”和“聪明”仅两字之差，意思却完全不同 2022年第47周  ,,无,无,无,2022-12-10 23:37,无,37881,1021,468
MiZyYqtin,水的化学式是H2O，那淼的化学式应该就是H6O3 ——垃圾ow2  ,,无,无,无,2022-12-10 23:06,微博 weibo.com,1509,29,109
MiZuenp2C,知识就像海绵里的水母，绝对不比派大星少。 ——歹崔说事  ,,无,无,无,2022-12-10 22:54,微博 weibo.com,472,6,26
MiZn1fmlS,小明：“咱俩是青梅竹马。”小红：“你是猪吗？”——@超-威-蓝-猫  ,,无,无,无,2022-12-10 22:37,无,1349,50,43
MiXUA4t6C,每年的2005年都是“国际物理年”哎！——@南桥车马客  ,,无,无,无,2022-12-10 18:54,无,633,4,30
MiXnsjICB,《高等数学》让我感觉我像低等生物。——欻戦  ,,无,无,无,2022-12-10 17:32,微博 weibo.com,1576,150,54
MiX7yBdTS,踢假球的为什么要被抓？难道不应该是抓卖假球的吗？——@智障肥肥钓鱼冲浪  ,,无,无,无,2022-12-10 16:53,未找到机型HarmonyOS设备,729,6,37
MiWXblhAS,算命大师掐指一算自己还有四根手指，再掐指一算还有三根。——老罗叔  ,,无,无,无,2022-12-10 16:27,无,647,62,37
MiWOMBid5,所有命运馈赠的礼物，都在暗中帮你借了不少高利贷。——@饭希fanxi  ,,无,无,无,2022-12-10 16:07,无,693,113,20
MiVa6fZcj,自行车那么容易倒，为什么不把轮子放在左右两边？——@GlassesJacketShirt  ,,无,无,无,2022-12-10 11:54,无,1605,19,96
MiNXuk2Hd,电脑辐射会影响周围植物的健康，所以应该在电脑前摆个人，吸收辐射。——@偷娱  ,,无,无,无,2022-12-09 17:34,无,703,8,46
MiNaGsy3s,你知道吗？鸡毛掸子不仅仅能用来打孩子，还可以清理孩子身上的灰尘——@真不戳戳戳  ,,无,无,无,2022-12-09 15:33,无,943,14,42
MiM2d5zwI,坏蛋们上课用的都是反面教材吧？——@这个名太没意思了  ,,无,无,无,2022-12-09 12:40,无,729,15,31
MiH4W4t2K,"""看过我出刀的都是死人""法医李大夫这样说。——@CYBERDATA  ",,无,无,无,2022-12-09 00:03,无,352,10,25
MiGYvsirJ,食人族吹牛自己祖上烹过商汤。——@肉肉lin  ,,无,无,无,2022-12-08 23:47,无,323,2,21
MiGL5EFKa,10分钟的电影解说也太长了吧，有没有解说解说的？——@新之助和破坏球都有屁屁神功  ,,无,无,无,2022-12-08 23:14,无,1238,18,62
MiGwZkgJH,玉皇大帝被孙悟空打趴下是不是说明他姓玉不强——@海淀区预科研究生  ,,无,无,无,2022-12-08 22:39,无,974,38,61
MiEPEyqqk,学校是一趟浑水，所以我要摸鱼——@稗草遗章  ,,无,无,无,2022-12-08 18:19,未找到机型HarmonyOS设备,440,28,17
MiECfnCSd,“小猫咪，你是不是有九条命啊？”“我只有一条，因为遇到你我倒了八辈子霉了。”——@一秒钟哲学家  ,,无,无,无,2022-12-08 17:46,无,1522,220,40
MiE5v6nf5,潜伏三年的卧底冒死送出了最后一份情报，黑社会老大更喜欢妈妈多一点——@饭希fanxi  ,,无,无,无,2022-12-08 16:26,未找到机型HarmonyOS设备,2033,42,93
MiBPF03zd,用“喂”喊别人很不礼貌，于是老王每次接电话都喊“楚雨荨！”——美味脑皮层  ,,无,无,无,2022-12-08 10:41,微博 weibo.com,840,19,37
MiBHSfqEI,“做可乐最重要的是要沉得住气” 可乐妈妈语重心长地对小可乐说道。——飞鸟布拉德  ,,无,无,无,2022-12-08 10:22,微博 weibo.com,596,20,36
MixC3qn6P,#弱智吧每周最佳# 2022年第46周，还是四选一1.在宿舍摆了一天，原来我是手办2.草系弱火火系弱水你系弱智 3.成为植物人的我已经和你们有一层可悲的厚细胞壁了4.老板给了我工作，为什么还要给我工资 2022年第46周  ,,无,无,无,2022-12-07 23:57,无,17480,138,234
MiwSFdLuX,黑人厌倦了自己的卷发选择父离子。——@谐霸  ,,无,无,无,2022-12-07 22:05,无,336,2,22
MiwLIqg2N,“数学考研到哪个阶段了？”“公式期。”——@新之助和破坏球都有屁屁神功  ,,无,无,无,2022-12-07 21:48,无,712,13,31
MiwEwwmOI,冬天是抑郁症的高发期，怪不得企鹅中能看到一大片抑郁症患者。 ——@SHRONH  ,,无,无,无,2022-12-07 21:30,无,533,7,38
MiwxYdiRn,"""life is hard""""I am life""——@修改昵称还剩五次  ",,无,无,无,2022-12-07 21:14,无,798,24,47
Miw3dF6o9,深邃的眼神闭上一只眼就是半深不邃的眼神。——@一秒钟哲学家  ,,无,无,无,2022-12-07 19:58,无,498,13,16
MivWC7aJd,缩阳入腹又叫牛遁。——@上帝说尼采封了  ,,无,无,无,2022-12-07 19:42,无,706,20,38
MivQ71RWD,被警察问到手机里是否有色情软件时，男子回答：“早卸了。”——@SRIFH  ,,无,无,无,2022-12-07 19:26,无,1048,13,36
MivIWAruT,盗版JOJO将白金之星错译为北极之星，导致空条承太郎只能打出欧若拉输出。——@半个赵_  ,,无,无,无,2022-12-07 19:08,无,724,48,49
Mivuajw7H,热血男儿变性之后变成了不凉少女。——@AIPhenglove  ,,无,无,无,2022-12-07 18:32,无,443,19,23
MitB8etTY,海胆养殖区也被称为海中赵子龙。——@dogfar42467  ,,无,无,无,2022-12-07 13:43,无,358,7,30
Mit8Tbz7e,当佛祖，越老越吃香。——@超-威-蓝-猫  ,,无,无,无,2022-12-07 12:34,无,744,18,31
MisNyvTzD,你的本年绩效考评结果：重度抑郁症——@真不戳戳戳  ,,无,无,无,2022-12-07 11:41,无,1498,72,36
MisyjbWYB,为什么弱智吧的投稿人名字都是“@”开头啊，会不会弱智就是“@”姓家族的遗传病啊——@TDK的守望  ,,无,无,无,2022-12-07 11:04,无,2001,14,66
MisrJ9JuS,怎么电影里的一切都这么巧？他们是不是在演我啊？——@Isaac_fo  ,,无,无,无,2022-12-07 10:48,无,636,15,28
MisjY8fLb,十赌九输 那找到九个赌输的人再去梭哈不就行了？——@阿闪雷神农场主  ,,无,无,无,2022-12-07 10:28,无,499,7,46
MiejLvNlP,克罗地亚球员的副业都是程序员吗——@这个名太没意思了  ,,无,无,无,2022-12-05 22:50,无,454,13,24
MiebKuKNm,海的那边，是氵——@精神科主任李老师  ,,无,无,无,2022-12-05 22:30,无,1021,19,87
Mie3quyB1,虽然我只是个实习生，但是我已经和老员工一样完全不想上班了。——@饭希fanxi  ,,无,无,无,2022-12-05 22:09,无,1347,155,45
MidVwhoA9,食人族格斗家在赛后接受采访称自己低估了对手的份量——@CYBERDATA  ,,无,无,无,2022-12-05 21:50,无,299,1,14
Mid9P4RvZ,美国0:0英格兰，ET在中间干什么？——@一秒钟哲学家  ,,无,无,无,2022-12-05 19:52,无,457,8,56
Mid1ejwJY,狭路相逢，您先请。 ——@肉肉lin  ,,无,无,无,2022-12-05 19:31,无,323,10,25
Mi9SF7kpW,“我要打比赛，借个号。”“赛尔号。”——@稗草遗章  ,,无,无,无,2022-12-05 11:32,无,895,14,58
Mi9DT2w1e,清空回收站会被收电子拆迁款吗——@小帅越  ,,无,无,无,2022-12-05 10:55,无,415,11,26
Mi9ajiwLZ,法国3：1波兰，波兰竟然是隐性性状！——@雲升月墨  ,,无,无,无,2022-12-05 09:42,无,3562,216,135
Mi5hlcODK,#弱智吧每周最佳# 2022年45周，还是四选一1.“寻寻觅觅冷冷清清凄凄惨惨戚戚”，李清照这牌，能胡七对。 2.林黛玉是不是没有树枝，因为她经常说葬花。3.喜羊羊因为语速太快成了翔4.你们发现没，当你意识到你在呼吸时，就从自动挡变成了手动挡 2022年第45周  ,,无,无,无,2022-12-04 23:49,无,21631,153,213
Mi4v8AfVY,有些人虽然很牛，但其实背后也很卷，原来他们是蜗牛🐌 ——@落不落字  ,,无,无,无,2022-12-04 21:50,无,703,18,24
Mi4sh2a0I,在案发现场排查了3天后，王警官终于发现案件还没有发生——@來壹杯柠檬水  ,,无,无,无,2022-12-04 21:43,无,834,23,32
Mi4fWvc3T,土豆炖牛肉是不是牛肉在蹭我们土豆的热度——@RabChang  ,,无,无,无,2022-12-04 21:13,无,1830,32,63
Mi3XkDytG,既然多年父子成兄弟，那么有没有可能我是我兄弟失散多年的父亲？——@奇世俗人_  ,,无,无,无,2022-12-04 20:27,无,397,8,14
Mi3QT7i0l,面对客人帮忙装一下鱼的请求，鱼摊老板欣然答应，立刻躺下开始打挺——@CYBERDATA  ,,无,无,无,2022-12-04 20:11,无,655,24,26
Mi3JXbT77,宇宙飞船是地球发往太空的流星——@头像自由人  ,,无,无,无,2022-12-04 19:54,无,405,17,23
Mi3CQDb1m,发现死者没穿裤子后，王警官推断自己和死者应该是同好。——@偷娱  ,,无,无,无,2022-12-04 19:36,无,400,3,28
Mi3wI2KpF,计量单位化装舞会，千克装米，摩尔装元——@稗草遗章  ,,无,无,无,2022-12-04 19:21,无,515,15,27
Mi3iEzTBx,《论语》何尝不是一种密集孔句？——@谐霸  ,,无,无,无,2022-12-04 18:47,无,921,51,27
Mi39QxZEi,经过十小时的抢救，王医生妙手回春，成功让病人投胎——@真不戳戳戳  ,,无,无,无,2022-12-04 18:25,无,510,11,31
Mi30MvkQy,盗VR墓，蹲电子监狱——@一个大胖团  ,,无,无,无,2022-12-04 18:03,无,445,5,27
Mi2U6dyab,“大夫，手术顺利吗？”“哦！你就是死者家属吧？”——@张高端  ,,无,无,无,2022-12-04 17:46,无,3224,130,53
Mi2NFn4gb,钱不够花为什么不多印几个颜色？——@一秒钟哲学家  ,,无,无,无,2022-12-04 17:30,无,751,34,41
Mi2H17bjp,克龙人哪吒——@新之助和破坏球都有屁屁神功  ,,无,无,无,2022-12-04 17:14,无,281,5,34
Mi1pB1lwR,“我要结婚了，新郎不是我。”新娘说。——@碧波龙索姆  ,,无,无,无,2022-12-04 13:58,无,1326,31,42
MhVXI5GeU,“我看你真是没救了！”王警官对死者说到。——@梦幻大锄头  ,,无,无,无,2022-12-04 00:06,无,327,4,27
MhVI4459Y,放下镰刀，立地成害。——割割——@刻Kr  ,,无,无,无,2022-12-03 23:27,无,1901,32,52
MhVskznZZ,“拉下脸面来服务顾客”食人族海底捞餐厅负责表演的服务员如是说到。——@荷花吻尽晚风  ,,无,无,无,2022-12-03 22:48,无,217,2,15
MhVjJufDr,洗澡的时候顺水流速度下蹲，可以泡一个短暂的澡——@梦幻大锄头  ,,无,无,无,2022-12-03 22:27,无,736,13,45
MhUWnnsdm,“临阵磨枪，不亮也光。”考试前大卫摸了摸外套里的枪。——@超-威-蓝-猫  ,,无,无,无,2022-12-03 21:30,无,389,3,34
MhUPBFST4,蹦极时，我是地球的吊坠 ——@信号有点馊  ,,无,无,无,2022-12-03 21:13,无,1243,150,73
MhUASCJjM,每天早上看着梳子都觉得我应该是在慢性出家。 ——@黄澄澄的烤红薯  ,,无,无,无,2022-12-03 20:37,无,952,84,32
MhU9ioNuK,我这么弱智，是不是因为我看了太多限智级作品。 ——@筇杖  ,,无,无,无,2022-12-03 19:29,无,638,29,24
MhTxZcDS1,每个颈纹深的女孩上辈子都是上吊自杀的天使——@別偷我懶  ,,无,无,无,2022-12-03 17:57,无,1672,131,145
MhTgD3ZLk,为什么这么多人的曾用名是无——@_赢勾_  ,,无,无,无,2022-12-03 17:14,无,957,20,58
MhT9xmkMo,我常常因为平翘舌不分而暴照。——@偷娱  ,,无,无,无,2022-12-03 16:57,无,493,9,36
MhT1G4i9Y,死了以后是不是办凉席——@美人驴战士  ,,无,无,无,2022-12-03 16:37,无,751,25,41
MhSM6aPNe,我手指的个数屈指可数。——xxxxoYY  ,,无,无,无,2022-12-03 15:59,无,654,15,29
MhRsU6h9d,对比赛的结果，人有多注重，就有多重注。——@一秒钟哲学家  ,,无,无,无,2022-12-03 12:39,无,238,2,16
MhRl7lF7X,法国人想到一个笑话，果断投了。——@偷娱  ,,无,无,无,2022-12-03 12:20,无,2633,51,51
MhQ8uuvvD,太阳为什么总是有八分钟延迟，是不是那里网不太好啊——@梦幻大锄头  ,,无,无,无,2022-12-03 09:16,无,847,8,64
MhPQs6Fe5,油漆工是不是也叫醛基手？——@粽子霖Sarah  ,,无,无,无,2022-12-03 08:31,无,644,23,42
MhLgtuCGu,怎么足球射门老打在门柱上，把门柱取消行不行？——@肉肉lin  ,,无,无,无,2022-12-02 20:52,无,714,8,40
MhJq1bN5E,刽子手砍人之前往刀上喷一口酒，是不是为了执法有温度? ——@弱痔不生疮  ,,无,无,无,2022-12-02 16:10,无,1208,39,78
MhJh9kpGi,人无完人，白人无白完人 ——@干炸咸鱼  ,,无,无,无,2022-12-02 15:48,无,365,7,42
MhJ1fvjFP,找不到停车位，机智的我买了份烤红薯吃完狂放P。 ——@西风问雨  ,,无,无,无,2022-12-02 15:09,无,705,14,38
MhIUE0E2Q,游戏打得太菜会被素食主义食人族吃掉——@小帅越  ,,无,无,无,2022-12-02 14:52,无,662,20,36
MhIHbwfCr,现在不学习，是为了考试的时候向阅卷老师告白。——@dogfar42467  ,,无,无,无,2022-12-02 14:19,无,1029,86,26
MhIAFimxx,太阳拿出镜子晒太阳。——@一秒钟哲学家  ,,无,无,无,2022-12-02 14:03,无,478,7,27
MhItGpEFH,王大爷被查出高血压，孝顺的小王马上给爷爷下单了解压玩具——@赚大钱的小怪  ,,无,无,无,2022-12-02 13:46,无,632,10,41
MhIe4FnsG,每个记性好的人其实都忘了自己健忘这件事。——@梦幻大锄头  ,,无,无,无,2022-12-02 13:08,无,469,9,25
MhD2l96Od,点一份外卖，最好的时间是一个小时之前，其次是现在——@脱口秀演员瘦子  ,,无,无,无,2022-12-01 23:55,无,1161,104,46
MhCQxd1wa,公司停摆我开摆公司开摆我停摆——@上海桥本黄奈  ,,无,无,无,2022-12-01 23:26,无,1103,30,21
MhCzToLJV,刚报了个室内游泳班，第一节课教水之呼吸。——@虾仁猪心  ,,无,无,无,2022-12-01 22:45,无,639,22,47
MhCsc9v3Y,"#弱智吧每周最佳# 2022年第44周，还是四选一1.最近身体越来越差了，晚上在床上躺着躺着突然就失去了意识。2.""你要主动？"" 椰稣不情愿地坐了上来。3.根据万有引力公式，我的论文不吸引导师可能是因为它没有质量4.人的大脑一生最多开发5%，那为什么不把剩下的95%切了，顶着不累吗？...全文 ",,无,无,无,2022-12-01 22:26,无,16176,322,271
MhCiv9RG7,我打记事起就在忘事了——@变成酸黄瓜的女生的私人信箱-lo  ,,无,无,无,2022-12-01 22:02,无,475,25,40
MhCbKawmm,“计时三分钟，不准攻击要害，比赛开始”奥特曼看了看胸前说道——@我是羽冠  ,,无,无,无,2022-12-01 21:45,无,203,0,13
MhC5fp3ex,花洒用着好麻烦啊，每次用它还得洗一次澡——@淋雨小狗布莱德  ,,无,无,无,2022-12-01 21:29,无,514,7,36
MhBTmENn9,如果你觉得自己丑，就去东北转一转吧，他们会用特有的淳朴安慰你：“你丑啥？”——@精神病患写的诗烟花绽放的节日  ,,无,无,无,2022-12-01 21:00,无,843,16,45
MhBKwhbkz,人間不值得 ——迪奥·布兰度——@王翼同学提不起劲  ,,无,无,无,2022-12-01 20:38,无,942,45,58
MhBsyzzPn,之前听别人讲过的那个特摄剧奥特曼土耳其，是哪里看的？我在网上搜不到。——@张院长和舍友的日常  ,,无,无,无,2022-12-01 19:54,无,198,5,26
MhAJRr67F,坐电椅的过程就是——坐，いたい，毙。——@上帝说尼采封了  ,,无,无,无,2022-12-01 18:04,无,1118,101,70
MhAEu8j9U,善于经营爱情的小王终于把爱情卖了一个好价钱——@你他娘的还真是个天才  ,,无,无,无,2022-12-01 17:51,无,380,7,34
MhzQOdrSg,笼里的生活是孤独的。——@偷娱  ,,无,无,无,2022-12-01 15:48,无,922,37,40
Mhzn8cPz7,假面骑士如果没有腰带，就只能不穿裤子打怪物了。——@张院长和舍友的日常  ,,无,无,无,2022-12-01 14:35,无,434,8,32
MhzddgzsJ,杀人凶手百密一疏，他没想到摄像师早已录下一切——@我是羽冠  ,,无,无,无,2022-12-01 14:11,无,582,6,35
MhyT6zyE7,冲动是魔鬼，冲不动是阳痿——@一般通行魔法少女  ,,无,无,无,2022-12-01 13:21,无,934,129,65
MhyMI1G2B,骑兵是不是使用了生物武器？——@维斯达利斯第一间谍  ,,无,无,无,2022-12-01 13:05,无,282,4,41
MhyEQtY3o,溺水的我醒来后质问救生员为何见死不救，救生员回答我喜欢你的气泡音。——@带锤哥  ,,无,无,无,2022-12-01 12:46,无,706,20,39
MhsyPuEGw,动物成精会变成人，人类成精是一种猴子——@嘿耶学派  ,,无,无,无,2022-11-30 21:15,无,507,19,40
MhpvUdAul,唐丧葬，孙武功，猪巴结，沙和善。——@一秒钟哲学家  ,,无,无,无,2022-11-30 13:29,无,505,6,50
